exchange_id,website,name,data_start,data_end,data_quote_start,data_quote_end,data_symbols_count,volume_1hrs_usd,volume_1day_usd,volume_1mth_usd
FOLGORY,https://folgory.com/,Folgory,2020-09-16,2022-03-21,2020-09-22T14:53:06.1317446Z,2022-03-21T06:08:28.6734232Z,383,690200.66,15569482.96,516568897.18
STORMGAIN,https://stormgain.com,StormGain,2020-05-05,2022-03-21,2020-05-05T16:16:25.3897239Z,2022-03-21T06:15:36.9374225Z,18,0,0,0
BITSANE,https://bitsane.com/,Bitsane,2018-01-08,2019-06-17,2019-04-08T15:18:18.8301553Z,2019-06-17T11:22:58.1901039Z,146,0,0,0
DOBI,https://www.dobiexchange.com/,DOBI,2019-08-28,2020-07-17,2019-08-28T21:24:35.8550888Z,2020-07-17T02:06:48.0577514Z,99,0,0,0
BHEX,https://www.bhex.com/,BHEX,2019-01-21,2021-11-24,2019-01-21T19:18:16.5708674Z,2021-11-24T10:29:22.0194581Z,505,0,0,0
CRYPTONBTC,https://cryptonbtc.com/,Crypton,2018-08-27,2021-01-13,2019-04-08T15:29:02.1642974Z,2021-01-13T23:43:43.0250018Z,62,0,0,0
WAZIRX,https://wazirx.com/,WazirX,2018-07-06,2022-03-20,2019-10-01T17:30:04.4325761Z,2022-03-20T17:25:22.0274900Z,543,0,5074379.57,501459751.18
CITEX,https://www.citex.co.kr/,CITEX,2020-05-05,2022-02-15,2020-05-05T17:04:32.3132572Z,2022-02-15T14:19:46.2446277Z,18,0,0,0
COINDEAL,https://coindeal.com/,Coindeal,2019-10-01,2022-03-21,2019-10-01T17:21:35.0250361Z,2022-03-21T06:14:24.1873537Z,52,0,0,0
COINTIGER,https://www.cointiger.com/,CoinTiger,2018-11-20,2020-07-28,2018-11-20T15:24:51.7878874Z,2020-07-28T15:11:31.8052057Z,343,0,0,0
BITSHARES,http://cryptofresh.com/,BitShares Asset Exchange,2019-10-01,2020-03-31,2019-10-01T17:20:06.6867229Z,2020-03-31T00:15:41.8515575Z,541,0,0,0
BITHUMBPRO,https://www.bithumb.pro/,Bithumb Global,2019-10-01,2022-03-21,2019-10-01T17:19:26.0681083Z,2022-03-21T06:15:29.9373701Z,455,4998584.96,386120556.19,66567529266.33
COINSPRO,https://pro.coins.asia/,Coins Pro,2018-03-09,2022-03-21,2018-11-08T20:09:36.9821552Z,2022-03-21T06:14:46.7600000Z,25,0,0,0
BITBANK,https://bitbank.cc/,Bitbank,2018-09-09,2022-03-21,2018-09-09T12:57:18.2867320Z,2022-03-21T06:15:03.7669595Z,8,801410.54,24498250.78,1313416290.01
DEXTOP,https://dex.top/,DEx.top,2019-05-10,2020-05-10,2019-10-01T17:23:50.9496930Z,2020-05-10T22:02:52.5421746Z,27,0,0,0
OVIS,https://www.ovis.com.tr/,Ovis,2019-04-08,2020-05-19,2019-04-08T15:18:03.8366018Z,2020-05-19T22:23:52.5115974Z,17,0,0,0
HBDM,https://www.hbdm.com/,Huobi DM,2019-07-29,2022-03-21,2019-07-29T23:14:19.8635260Z,2022-03-21T06:15:38.2183162Z,1619,13345607280.76,440719187758.92,240832295186243.53
HUOBIKR,https://www.huobi.co.kr/,Huobi Korea,2020-01-15,2022-02-27,2020-01-15T16:41:21.2798163Z,2022-02-27T13:20:43.7187331Z,970,0,0,62.67
IDCM,https://www.idcm.io/,IDCM,2019-02-03,2022-03-21,2019-02-05T23:29:27.8946927Z,2022-03-21T06:07:37.8402238Z,67,3382055.5,63560577.59,4393699755885.94
FTX,https://ftx.com/,FTX,2020-02-27,2022-03-21,2020-02-27T12:54:29.3219825Z,2022-03-21T06:15:38.3146118Z,1516,290953466.22,8507377488.55,459475299213.25
BITBNS,https://bitbns.com/,Bitbns,2019-10-01,2022-03-21,2019-10-01T17:19:09.0483960Z,2022-03-21T06:15:34.6390271Z,33,0,0,0
WAVESPLATFORM,http://www.wavesplatform.com/,Waves Decentralized Exchange,2019-04-26,2020-07-26,-,-,828,0,0,0
BINANCEFTSC,https://www.binance.com/,Binance Futures (Coin/fapi),2020-08-05,2022-03-21,2020-08-05T11:23:05.7002929Z,2022-03-21T06:15:26.0940000Z,123,49094795184.93,1900095328064.92,100885522336617.27
OKEXKR,https://okex.co.kr,OKEx Korea,2020-01-01,2021-04-16,2020-01-01T02:44:59.0948277Z,2021-04-16T04:00:32.9449256Z,420,0,0,0
VINDAX,https://vindax.com/,VinDAX,2019-08-05,2022-03-21,2019-10-14T22:47:16.7528901Z,2022-03-21T06:09:02.2959223Z,1888,0,0,0
OPENLEDGER,https://dex.openledger.io/,OpenLedger DEX,2017-10-08,2020-06-28,2019-04-08T15:18:00.4299525Z,2020-06-28T13:29:23.7642737Z,558,0,0,0
COINBENE,https://www.coinbene.com/,CoinBene,2018-06-08,2020-10-28,2018-11-02T12:29:50.6703027Z,2020-10-28T07:06:25.1203839Z,424,0,0,0
OTCBTC,https://otcbtc.com/,OTCBTC,2018-02-10,2022-02-07,2019-04-08T15:18:07.0167609Z,2021-12-12T15:59:57.3466020Z,99,0,0,0
COINUT,https://coinut.com/,Coinut,2019-04-23,2022-03-21,2019-04-23T10:02:37.6631490Z,2022-03-21T06:14:14.2411221Z,42,0,0,2852.9
HBTC,https://www.hbtc.com/,HBTC,2020-05-05,2021-11-24,2020-05-05T17:05:00.4421229Z,2021-11-24T10:30:01.2261703Z,497,0,0,0
YUNEX,https://yunex.io/,YunEx,2019-04-08,2022-03-19,2019-04-08T15:17:56.3251936Z,2022-03-19T12:57:12.2095411Z,17,0,0,341792271.42
INDOEX,https://international.indoex.io/,IndoEx,2020-05-05,2022-03-21,2020-05-05T00:00:10.1717932Z,2022-03-21T06:02:46.2510977Z,4038,7026141.59,38429335829.91,2117588915230.83
TOPBTC,https://topbtc.com/,TOPBTC,2019-10-03,2022-01-04,2019-10-03T16:59:06.3521131Z,2022-01-04T00:44:19.0735415Z,72,0,0,0
BIKI,https://www.biki.com/,BiKi,2019-10-01,2021-11-01,2019-10-01T15:06:19.1645252Z,2021-11-01T09:44:03.2379679Z,921,0,0,0
COINDCX,https://coindcx.com/,CoinDCX,-,-,-,-,1270,0,0,0
HEATWALLET,https://heatwallet.com/,Heat Wallet,-,-,-,-,22,0,0,0
COINCORNER,https://www.coincorner.com/,CoinCorner,2018-04-13,2020-07-28,2019-10-01T17:21:35.8361975Z,2020-07-28T15:10:31.3706473Z,2,0,0,0
LXDX,https://www.lxdx.co,LXDX,2019-04-18,2019-10-29,2019-04-18T12:44:36.0137903Z,2019-10-29T12:59:28.1318347Z,6,0,0,0
ALTERDICE,https://alterdice.com/,Alterdice,2019-12-03,2022-03-21,2020-01-01T02:28:28.7290116Z,2020-07-28T15:05:40.6173713Z,260,20704570697.81,638516785786.4,17000816786005.85
STEX,https://www.stex.com/,STEX,2019-01-27,2020-02-13,2019-01-28T11:54:44.3898047Z,2020-02-13T09:35:17.5065012Z,617,0,0,0
COINSBANK,https://coinsbank.com/,CoinsBank,2019-10-01,2022-03-18,2019-10-01T17:22:29.5082903Z,2022-03-18T11:28:39.2917396Z,12,0,0,341.15
ALTCOINTRADER,https://www.altcointrader.co.za/,Altcoin Trader,2019-04-08,2022-03-21,2019-04-08T15:19:06.0909149Z,2022-03-21T06:13:50.5662107Z,29,0,0,0
ARTISTURBA,https://artisturba.com/,Artis Turba,2020-05-10,2022-01-28,2020-09-07T14:37:09.4097145Z,2022-01-27T08:05:54.7670157Z,32,0,0,0
COINALL,https://www.coinall.com/,Coinall,2019-04-18,2021-03-12,2019-04-18T12:50:27.7633096Z,2021-03-12T06:24:29.1724413Z,540,0,0,0
CPDAX,https://www.cpdax.com/,CPDAX,2019-10-03,2020-11-30,2019-10-03T16:47:47.1334736Z,2020-11-30T05:54:15.7484829Z,35,0,0,0
BITEXLIVE,https://bitexlive.com/,BITEXLIVE,2020-05-16,2022-03-21,2020-05-16T07:45:06.0671899Z,2022-03-21T06:08:05.7519441Z,148,22143.38,1542888.55,30058946.25
SWITCHEO,https://switcheo.network/,Switcheo Network,2019-04-18,2022-02-14,2019-04-18T12:50:23.1966422Z,2022-02-14T16:02:51.3295053Z,226,0,0,0
KRYPTONO,https://kryptono.exchange/,Kryptono,2019-01-03,2021-02-22,2019-04-08T15:19:05.1120000Z,2021-02-22T13:09:43.5570000Z,51,0,0,0
ICE3X,https://ice3x.com/,iCE3X,2019-05-04,2021-04-08,2019-05-05T07:11:44.8183536Z,2021-04-08T16:55:07.0986948Z,26,0,0,0
TIMEX,https://timex.io/,TimeX,2020-05-05,2022-03-21,2020-05-05T13:18:39.4245701Z,2022-03-21T06:15:18.8328268Z,45,1306785.43,28259343.58,1374051939.21
DCOIN,https://www.dcoin.com/,Dcoin,2020-05-05,2022-03-21,2020-05-05T13:01:34.7531775Z,2022-03-21T06:15:36.2022172Z,323,26012819.16,603302693.43,20115880762.75
NEGOCIECOINS,http://www.negociecoins.com.br/,Negocie Coins,2019-04-08,2019-09-01,2019-04-08T15:17:57.9165736Z,2019-09-01T02:57:08.8225151Z,7,0,0,0
PHEMEX,https://phemex.com/,Phemex,2021-05-21,2022-03-21,2021-05-21T16:40:24.4944197Z,2022-03-21T06:15:38.2086674Z,136,84856922.93,3529617575.77,192898173570.57
SISTEMKOIN,https://sistemkoin.com/,Sistemkoin,2019-04-08,2021-04-14,2019-04-08T15:17:55.3330949Z,2021-04-14T14:25:52.8685566Z,735,0,0,0
IDAX,https://www.idax.pro/,IDAX,2019-02-03,2020-05-29,2019-02-05T23:28:43.4514691Z,2020-05-29T22:56:36.7453273Z,432,0,0,0
FEX,http://fexpro.net/,FEX,2020-05-05,2021-03-23,2020-05-05T00:03:05.2148611Z,2021-03-23T23:29:29.5061008Z,68,0,0,0
VELIC,https://www.velic.io/,VELIC,2019-10-01,2022-03-21,2019-10-01T17:47:07.3706738Z,2022-03-21T05:28:19.3731662Z,53,0,0,0
BIONE,https://www.bione.cc/,Bione,2020-05-05,2020-08-01,2020-05-05T13:01:28.7115175Z,2020-08-01T02:14:43.3449226Z,64,0,0,0
DEXTRADE,https://dex-trade.com/,Dex-Trade,2020-05-05,2022-03-21,2020-05-05T17:04:57.2696186Z,2022-03-21T06:15:35.0285503Z,692,0,0,0
BGOGO,https://bgogo.com/,Bgogo,2019-04-08,2022-03-21,2019-04-08T15:17:59.1913899Z,2022-03-21T06:10:40.0410742Z,89,36.12,5047.71,47445566.19
LOCALTRADE,https://localtrade.cc/,LocalTrade,2019-10-01,2021-04-29,2019-10-01T17:43:34.3583744Z,2021-04-29T09:22:24.4932765Z,138,0,0,0
OMGFIN,https://omgfin.com/,Omgfin,2020-05-10,2022-03-21,2020-05-14T12:10:34.7033990Z,2022-03-21T06:15:36.3731912Z,186,128342.03,2718263.19,69716504.63
SHORTEX,https://shortex.net/,Shortex ,2020-05-05,2020-10-26,2020-05-05T13:01:09.8265289Z,2020-10-26T15:49:04.9320112Z,30,0,0,0
EXX,https://www.exx.com/,EXX,2018-07-21,2020-09-01,2018-10-17T07:33:03.0000000Z,2020-09-01T14:45:40.0000000Z,371,0,0,0
BITMART,https://www.bitmart.com/,BitMart,2019-02-21,2020-01-31,2019-02-21T13:39:20.5728310Z,2020-01-31T07:59:03.2329224Z,1289,0,0,0
TOKOK,https://www.tokok.com,TokTok,2019-04-08,2022-03-21,2019-04-08T15:19:02.7190000Z,2022-03-21T06:15:15.1910000Z,215,9228146.12,212249864.05,8025890301.14
DELTAEXCHANGE,https://www.delta.exchange/,Delta Exchange,2020-05-05,2022-03-21,2020-05-05T13:18:46.2872655Z,2022-03-21T06:07:44.3549932Z,15524,11208715.78,358673742.87,10015797479.7
LITEBIT,https://www.litebit.eu/,LiteBit.eu,2019-10-01,2021-10-29,2019-10-01T17:26:19.9865465Z,2021-10-29T12:06:32.8135073Z,66,0,0,0
COINMEX,https://www.coinmex.com/,CoinMex,2018-07-04,2020-03-03,2019-04-08T15:19:05.2653890Z,2020-03-03T23:49:26.9246506Z,63,0,0,0
CRXZONE,https://www.crxzone.com/,CRXzone,2017-07-13,2021-11-19,2019-04-08T15:17:55.5549491Z,2021-11-19T10:39:10.6372148Z,6,0,0,0
ETOROX,https://www.etorox.com/,eToroX,2021-03-02,2022-03-21,2021-03-02T17:59:32.2830000Z,2022-03-21T06:14:47.3030000Z,71,1008076.8,27732374.37,1814177330.06
BCEX,https://www.bcex.ca/,BCEX,2019-02-21,2019-10-01,2019-02-21T13:34:20.6475263Z,2019-10-01T16:57:33.4731161Z,21173,0,0,0
BYBIT,https://www.bybit.com/,Bybit,2019-10-01,2022-03-21,2020-01-01T02:33:23.6004701Z,2022-03-21T06:15:38.2067723Z,142,144457990.4,4271558651.63,141924304665.35
BINANCEOPTV,https://www.binance.com/,Binance Options Vanilla (vapi),2021-02-18,2022-03-21,2021-02-18T15:49:50.5520000Z,2022-03-21T06:15:22.1990000Z,1542,1457052.84,5588989.09,87571228314.45
ZB,https://www.zb.com/,ZB,2018-12-29,2020-09-21,2019-02-19T17:05:16.1489961Z,2020-09-16T19:55:55.2073559Z,297,0,0,0
GM55,https://www.55.com/,55 Global Markets,2019-08-28,2020-03-09,2019-10-01T17:24:48.7546688Z,2020-03-09T02:42:29.9170538Z,53,0,0,0
TRADEOGRE,https://tradeogre.com/,TradeOgre,2019-04-08,2022-03-21,2019-04-08T15:18:03.9093034Z,2022-03-21T06:15:31.8414511Z,141,31792.05,7393683.85,6023004529.51
ETHFINEX,https://www.ethfinex.com/,Ethfinex,2019-10-01,2020-07-25,2019-10-01T17:23:55.4003231Z,2020-07-25T18:40:58.6456707Z,423,0,0,0
BKEX,https://www.bkex.com/,BKEX,2019-10-01,2022-03-20,2019-10-01T17:20:16.3599703Z,2022-03-20T01:30:41.1617798Z,1500,0,0,1686531817162.58
BITMAX,https://ascendex.com/,Bitmax (AscendEX),2019-04-08,2022-03-21,2019-04-08T15:17:56.3251936Z,2022-03-21T06:15:27.5950000Z,515,4576490.78,292333170.23,303100096782.19
COINEAL,https://www.coineal.com/,Coineal,2019-10-01,2022-03-20,2019-10-01T17:21:59.2409145Z,2022-03-20T03:01:32.4180419Z,234,0,0,2051111054210.23
VALR,https://www.valr.com/,Valr,2020-12-17,2022-03-21,2020-12-17T22:46:18.0202663Z,2022-03-21T06:15:08.2383508Z,135,0,0,0
XBTCE,https://www.xbtce.com/,xBTCe,2017-03-18,2022-01-06,2017-03-18T22:49:12.8140463Z,2022-01-06T02:47:28.7625623Z,119,0,0,0
EZBTC,https://www.ezbtc.ca/,ezBtc,2019-04-05,2019-08-25,2019-04-08T15:33:51.6786671Z,2019-08-25T21:44:43.9443608Z,1,0,0,0
GATEHUB,https://www.gatehub.net/,Gatehub,2021-03-02,2022-03-21,2021-03-05T11:27:04.6783039Z,2022-03-21T06:15:17.6047527Z,12,2613.05,133420.37,15534737.76
BITFLYERLTNG,https://lightning.bitflyer.com/,bitFlyer Lightning,2019-10-01,2022-03-21,2019-10-01T17:19:29.0930134Z,2022-03-21T06:09:07.3437343Z,88,7991014.34,228822845.09,8546569599.89
BITVAVO,https://bitvavo.com,Bitvavo,2020-05-05,2022-03-21,2020-05-05T13:01:26.5780423Z,2022-03-21T06:15:38.0659047Z,221,2669771.63,99806662.88,4083637914.44
BBX,https://bbx.com/,BBX,2019-04-16,2021-08-01,2019-04-16T18:37:21.9447736Z,2021-08-01T09:00:00.2233333Z,53,0,0,0
DUEDEX,https://duedex.com/,DueDEX,2020-01-09,2021-08-01,2020-01-09T15:14:50.8135995Z,2021-08-01T09:00:00.2233333Z,1,0,0,0
BW,https://www.bw.com/,BW,2019-02-21,2022-03-21,2019-02-21T13:42:50.9700312Z,2022-03-21T06:15:30.0000000Z,436,842033.01,20978642.98,987946992.67
VEBITCOIN,https://www.vebitcoin.com/,Vebitcoin,2018-10-01,2020-05-01,2018-10-01T16:58:44.7700000Z,2020-05-01T22:54:47.8195584Z,61,0,0,0
BIRAKE,https://birake.com/,Birake Network,2021-02-18,2022-03-21,2021-02-18T15:49:30.3361085Z,2022-03-21T06:11:37.1227302Z,142,1854.14,919000.73,30822176.7
BASEFEX,https://www.basefex.com/,BaseFEX,2020-05-05,2021-12-30,2020-05-05T00:00:00.3622353Z,2021-12-30T16:17:53.5305372Z,12,0,0,0
COSS,https://www.coss.io/,COSS,2018-12-07,2020-01-07,2019-04-08T15:18:19.4240000Z,2020-01-07T12:24:01.1100000Z,357,0,0,0
RFINEX,https://rfinex.com/,Rfinex,2019-10-01,2020-11-11,2019-10-01T17:27:40.2095117Z,2020-11-11T01:06:46.0205579Z,63,0,0,0
HUOBIJP,https://www.huobi.co.jp/,Huobi Japan,2020-05-15,2022-03-21,2020-05-15T00:21:26.6308783Z,2022-03-21T06:15:38.3684537Z,43,1137842.13,27964312.78,1118693791.72
TOKENOMY,https://tokenomy.com/,Tokenomy,2018-09-15,2022-03-21,2019-04-08T15:17:58.6208307Z,2022-03-21T06:02:36.1328954Z,69,7284.81,236925.74,11346884.65
DIGIFINEX,https://www.digifinex.com/,DigiFinex,2019-02-19,2020-07-28,2019-02-19T17:11:50.0000000Z,2020-07-28T15:13:38.2242862Z,637,0,0,0
WHITEBIT,https://whitebit.com/,WhiteBit,2019-08-12,2022-03-21,2019-10-01T17:47:42.7491926Z,2022-03-21T06:15:23.9753730Z,659,6193101.79,162352897.92,4678312994.04
BITUBU,https://bitubu.com/,BitUBU,2020-05-05,2022-03-21,2020-05-05T13:01:40.9583748Z,2022-03-21T06:15:18.4983393Z,139,432072.33,11896491.56,343938996.15
BUDA,https://www.buda.com/,Buda,2019-04-08,2022-03-21,2019-04-08T15:18:03.9526203Z,2022-03-21T06:14:44.1061817Z,24,184260.39,3810711.31,62440506.2
FREIEXCHANGE,https://freiexchange.com/,FreiExchange,2019-10-01,2020-07-28,2019-10-01T15:06:20.3857783Z,2020-07-28T15:12:53.4807206Z,281,0,0,0
STRONGHOLD,https://stronghold.co/,Stronghold,2019-04-08,2019-04-30,2019-04-08T15:17:54.1560666Z,2019-04-30T22:53:43.8462303Z,9,0,0,0
COINSQUARE,https://coinsquare.com/,Coinsquare,-,-,-,-,21,0,0,0
CRYPTOCOM,https://crypto.com/exchange,Crypto.com,2021-12-24,2022-03-21,2021-12-28T08:29:14.4997431Z,2022-03-21T06:15:37.2779497Z,322,138106010.39,3553655659.45,65928812388.6
POLONIEXFTS,https://poloniex.com/futures,Poloniex Futures,2021-02-18,2022-03-21,2021-02-18T15:52:43.4041116Z,2022-03-21T06:15:01.1391990Z,25,42970342.31,2199177403.24,32885024905.91
AIDOSMARKET,https://aidosmarket.com/,AidosMarket,2019-04-08,2021-02-27,2019-04-08T15:49:37.4273648Z,2021-02-27T13:57:10.2994597Z,1,0,0,0
TRIVPRO,https://tpro.co.id/,Triv Pro,2020-05-05,2022-03-21,2020-05-05T17:04:30.5388591Z,2022-03-21T06:11:16.8748835Z,12,1939489.66,77994868.37,185506764.8
GDAC,https://www.gdac.com/,GDAC,2019-10-01,2022-03-21,2019-10-01T17:25:23.5736614Z,2022-03-21T06:01:02.3287653Z,87,186887.08,4939096.52,145750375.51
BTCEXCHANGE,https://www.btc-exchange.com/,BTC-exchange,2020-05-05,2022-03-21,2020-05-05T13:01:35.2866584Z,2022-03-21T06:15:11.2749687Z,8,47741.91,192913.35,4687581.73
ZG,https://www.zg.com/,ZG.com,2020-05-05,2020-05-14,2020-05-05T13:17:56.0132441Z,2020-05-14T01:59:34.7596618Z,243,0,0,0
BISQ,https://bisq.network/,Bisq,2020-01-01,2022-02-15,2020-01-01T02:29:21.8875956Z,2022-02-15T14:20:32.8920896Z,275,0,0,0
GULDENTRADER,https://guldentrader.com/,GuldenTrader,2019-10-01,2020-05-17,2019-10-01T17:24:56.5974189Z,2020-05-15T12:00:34.2618909Z,10,0,0,0
BITCOINTRADE,https://www.bitcointrade.com.br/,BitcoinTrade,2019-10-01,2021-08-01,2019-10-01T17:19:15.5446323Z,2021-08-01T09:00:00.2233333Z,5,0,0,0
BINANCEFTS,https://www.binance.com/,Binance Futures (USDT/dapi),2019-10-07,2022-03-21,2019-10-07T08:45:23.0951195Z,2022-03-21T06:15:37.1600000Z,168,1425135135.74,36578100539.66,1404380123014.57
FISCO,https://fcce.jp/,Fisco,2018-09-03,2020-02-07,2019-04-08T15:17:45.9541523Z,2020-02-07T00:58:56.7924991Z,5,0,0,0
CHAOEX,https://www.chaoex.com,CHAOEX,2019-06-03,2020-09-05,2019-10-01T17:21:35.3589807Z,2020-09-05T22:55:32.9797584Z,118,0,0,0
GRAVIEX,https://graviex.net/,Graviex,2018-05-23,2022-03-21,2019-04-08T15:18:05.3893240Z,2022-03-21T06:15:36.6701702Z,850,1608.75,249903.84,286855383.42
INFINITYCOIN,https://infinitycoin.exchange/,InfinityCoin Exchange,2019-10-01,2020-07-28,2019-10-01T17:47:26.8021370Z,2020-07-28T07:06:11.7867418Z,1,0,0,0
HADAX,https://www.hadax.com,Hadax,2018-11-10,2022-03-21,2018-11-10T15:29:31.7889589Z,2022-03-21T06:15:37.2993687Z,1173,48966506.77,1441098261.56,9447985950439.14
COINZEST,https://www.coinzest.co.kr/,CoinZest,2019-04-19,2019-09-30,2019-04-19T01:38:15.1717028Z,2019-09-30T14:45:56.7121506Z,129,0,0,0
BLOCKCHAINEXCHANGE,https://exchange.blockchain.com/,Blockchain Exchange,2020-01-16,2021-12-15,2020-01-16T11:36:36.1087316Z,2021-12-15T19:57:20.7793111Z,116,0,0,0
BTCE,https://btc-e.com/,BTC-e,2011-08-14,2019-02-06,2014-02-24T17:43:05.0000000Z,2019-02-06T15:34:52.9870000Z,24,0,0,0
YOBIT,https://yobit.net/en/,YObit,2015-01-06,2022-03-21,2017-03-18T22:53:47.2011734Z,2022-03-21T06:15:25.9974579Z,9041,9598296.67,14457710084.19,6207616732430.43
GATEIO,https://gate.io/,Gate.io,2017-12-28,2022-03-21,2017-12-28T21:49:04.6063124Z,2022-03-21T06:15:37.3995534Z,2732,19666699070.84,938667611428.65,29130195145726.33
QUOINE,https://www.liquid.com/,Liquid (QUOINEX & QRYPTOS),2017-05-22,2022-03-21,2017-08-29T15:53:54.7372595Z,2022-03-21T06:15:36.3186719Z,686,1330961.73,44641601.7,11528476093.43
BXINTH,https://bx.in.th/,BX Thailand,2015-06-26,2019-09-30,2017-03-18T22:53:45.5791610Z,2019-09-30T16:22:38.3333132Z,29,0,0,0
BITLISH,https://bitlish.com/,Bitlish,2017-10-12,2020-04-02,2018-01-24T00:21:31.1076466Z,2020-04-02T09:41:15.0994823Z,139,0,0,0
COINEX,https://www.coinex.com/,CoinEx,2019-10-01,2022-03-21,2019-10-01T15:06:43.9334939Z,2022-03-21T06:15:36.9021227Z,1856,71172377.34,11844325315.95,456009855991.88
INDODAX,https://indodax.com/,Indodax,2019-04-05,2022-03-21,2019-04-08T15:18:02.1868547Z,2022-03-21T06:15:38.1616602Z,246,1007787.25,19576136.43,855900636.32
BILAXY,https://bilaxy.com/,Bilaxy,2019-04-08,2022-03-21,2019-04-08T15:19:16.4427273Z,2022-03-21T06:04:35.3740000Z,1780,144022898.42,505740032.97,5854039547.89
TOKENSTORE,https://token.store/,Token Store,2017-09-17,2020-07-13,2019-04-08T15:17:58.1915392Z,2020-07-13T02:35:28.5815804Z,408,0,0,0
BITZ,https://www.bit-z.com/,Bit-Z,2018-03-25,2021-10-21,2018-09-09T12:57:17.9973117Z,2021-10-21T06:22:41.4784518Z,685,0,0,0
GLOBITEX,https://globitex.com/,Globitex,2020-05-05,2022-03-21,2020-05-05T00:00:11.9031117Z,2022-03-21T06:09:33.2903990Z,11,0,76874.68,6811006.63
ZBG,https://www.zbg.com/,ZBG,2019-04-24,2022-03-21,2019-04-24T11:35:18.3537588Z,2022-03-21T06:14:40.3263757Z,526,0,0,0
WEXNZ,https://wex.nz/,WexNz,2017-12-22,2018-11-20,2017-12-24T13:03:42.9064646Z,2018-11-20T23:48:42.8822625Z,59,0,0,0
LMAXDIGITALUAT,https://www.lmaxdigital.com/,LMAX Digital (UAT),2020-08-10,2021-08-01,2020-08-10T13:39:21.5800000Z,2021-08-01T09:00:00.2233333Z,17,0,0,0
BINANCEUAT,https://www.binance.com/,Binance Testnet,-,-,-,-,20,0,0,0
BITMEXUAT,https://www.bitmex.com/,BitMEX Testnet,-,-,-,-,66,0,0,0
BINANCEOPTVUAT,https://www.binance.com/,Binance Options Vanilla Testnet (vapi),2021-02-18,2021-03-13,2021-02-18T14:41:41.3040000Z,2021-03-13T22:07:17.0100000Z,70,0,0,0
BINANCEFTSCUAT,https://www.binance.com/,Binance Futures Testnet (Coin/fapi),2020-08-04,2021-08-01,2020-08-04T11:26:08.7467945Z,2021-08-01T09:00:00.2233333Z,93,0,0,0
BINANCEFTSUAT,https://www.binance.com/,Binance Futures Testnet (USDT/dapi),2020-08-04,2021-08-01,2020-08-04T11:26:07.1305490Z,2021-08-01T09:00:00.2233333Z,160,0,0,0
AAX,https://www.aax.com/,AAX,2020-05-05,2022-03-21,2020-05-05T00:00:00.2223057Z,2022-03-21T06:15:35.6845031Z,262,25397552.17,1139283475.06,46459424321.66
